Operand 1,Operand 2,Operator,Answer,Markers List,Visible Markers
314,10,−,304,"300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400","300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400"
775,100,−,675,"670, 680, 690, 700, 710, 720, 730, 740, 750, 760, 770, 780","670, 680, 690, 700, 710, 720, 730, 740, 750, 760, 770, 780"
562,100,−,462,"460, 470, 480, 490, 500, 510, 520, 530, 540, 550, 560, 570","460, 470, 480, 490, 500, 510, 520, 530, 540, 550, 560, 570"
846,100,−,746,"740, 750, 760, 770, 780, 790, 800, 810, 820, 830, 840, 850","740, 750, 760, 770, 780, 790, 800, 810, 820, 830, 840, 850"
419,10,−,409,"400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500","400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500"
389,100,−,289,"280, 290, 300, 310, 320, 330, 340, 350, 360, 370, 380, 390","280, 290, 300, 310, 320, 330, 340, 350, 360, 370, 380, 390"
684,100,−,584,"580, 590, 600, 610, 620, 630, 640, 650, 660, 670, 680, 690","580, 590, 600, 610, 620, 630, 640, 650, 660, 670, 680, 690"
783,10,−,773,"700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800","700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800"
531,100,−,431,"430, 440, 450, 460, 470, 480, 490, 500, 510, 520, 530, 540","430, 440, 450, 460, 470, 480, 490, 500, 510, 520, 530, 540"
634,10,−,624,"600, 610, 620, 630, 640, 650, 660, 670, 680, 690, 700","600, 610, 620, 630, 640, 650, 660, 670, 680, 690, 700"
884,100,−,784,"780, 790, 800, 810, 820, 830, 840, 850, 860, 870, 880, 890","780, 790, 800, 810, 820, 830, 840, 850, 860, 870, 880, 890"
995,10,−,985,"900, 910, 920, 930, 940, 950, 960, 970, 980, 990, 1000","900, 910, 920, 930, 940, 950, 960, 970, 980, 990, 1000"
391,100,−,291,"290, 300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400","290, 300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400"
964,100,−,864,"860, 870, 880, 890, 900, 910, 920, 930, 940, 950, 960, 970","860, 870, 880, 890, 900, 910, 920, 930, 940, 950, 960, 970"
276,10,−,266,"200, 210, 220, 230, 240, 250, 260, 270, 280, 290, 300","200, 210, 220, 230, 240, 250, 260, 270, 280, 290, 300"
918,100,−,818,"810, 820, 830, 840, 850, 860, 870, 880, 890, 900, 910, 920","810, 820, 830, 840, 850, 860, 870, 880, 890, 900, 910, 920"
956,10,−,946,"900, 910, 920, 930, 940, 950, 960, 970, 980, 990, 1000","900, 910, 920, 930, 940, 950, 960, 970, 980, 990, 1000"
856,100,−,756,"750, 760, 770, 780, 790, 800, 810, 820, 830, 840, 850, 860","750, 760, 770, 780, 790, 800, 810, 820, 830, 840, 850, 860"
444,10,−,434,"400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500","400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500"
222,22,−,200,"150, 160, 170, 180, 190, 200, 210, 220, 230, 240, 250","150, 160, 170, 180, 190, 200, 210, 220, 230, 240, 250"
256,56,−,200,"160, 170, 180, 190, 200, 210, 220, 230, 240, 250, 260","160, 170, 180, 190, 200, 210, 220, 230, 240, 250, 260"
434,34,−,400,"350, 360, 370, 380, 390, 400, 410, 420, 430, 440, 450","350, 360, 370, 380, 390, 400, 410, 420, 430, 440, 450"
486,80,−,406,"400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500","400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500"
628,20,−,608,"550, 560, 570, 580, 590, 600, 610, 620, 630, 640, 650","550, 560, 570, 580, 590, 600, 610, 620, 630, 640, 650"
741,20,−,721,"660, 670, 680, 690, 700, 710, 720, 730, 740, 750, 760","660, 670, 680, 690, 700, 710, 720, 730, 740, 750, 760"
846,23,−,823,"800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900","800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900"
955,33,−,922,"870, 880, 890, 900, 910, 920, 930, 940, 950, 960, 970","870, 880, 890, 900, 910, 920, 930, 940, 950, 960, 970"
674,52,−,622,"600, 610, 620, 630, 640, 650, 660, 670, 680, 690, 700","600, 610, 620, 630, 640, 650, 660, 670, 680, 690, 700"
789,64,−,725,"700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800","700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800"
748,30,−,718,"700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800","700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800"
468,28,−,440,"400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500","400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500"
546,26,−,520,"450, 460, 470, 480, 490, 500, 510, 520, 530, 540, 550","450, 460, 470, 480, 490, 500, 510, 520, 530, 540, 550"
683,42,−,641,"620, 630, 640, 650, 660, 670, 680, 690, 700, 710, 720","620, 630, 640, 650, 660, 670, 680, 690, 700, 710, 720"
765,54,−,711,"700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800","700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800"
843,33,−,810,"800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900","800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900"
459,38,−,421,"400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500","400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500"
384,63,−,321,"300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400","300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400"
837,22,−,815,"800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900","800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900"
478,53,−,425,"400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500","400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500"
990,40,−,950,"900, 910, 920, 930, 940, 950, 960, 970, 980, 990, 1000","900, 910, 920, 930, 940, 950, 960, 970, 980, 990, 1000"
624,21,−,603,"550, 560, 570, 580, 590, 600, 610, 620, 630, 640, 650","550, 560, 570, 580, 590, 600, 610, 620, 630, 640, 650"
912,10,−,902,"850, 860, 870, 880, 890, 900, 910, 920, 930, 940, 950","850, 860, 870, 880, 890, 900, 910, 920, 930, 940, 950"
617,16,−,601,"520, 530, 540, 550, 560, 570, 580, 590, 600, 610, 620","520, 530, 540, 550, 560, 570, 580, 590, 600, 610, 620"
937,26,−,911,"880, 890, 900, 910, 920, 930, 940, 950, 960, 970, 980","880, 890, 900, 910, 920, 930, 940, 950, 960, 970, 980"
735,25,−,710,"650, 660, 670, 680, 690, 700, 710, 720, 730, 740, 750","650, 660, 670, 680, 690, 700, 710, 720, 730, 740, 750"
850,35,−,815,"750, 760, 770, 780, 790, 800, 810, 820, 830, 840, 850","750, 760, 770, 780, 790, 800, 810, 820, 830, 840, 850"
594,31,−,563,"500, 510, 520, 530, 540, 550, 560, 570, 580, 590, 600","500, 510, 520, 530, 540, 550, 560, 570, 580, 590, 600"
268,40,−,228,"200, 210, 220, 230, 240, 250, 260, 270, 280, 290, 300","200, 210, 220, 230, 240, 250, 260, 270, 280, 290, 300"
866,42,−,824,"800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900","800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900"
800,400,−,400,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
700,200,−,500,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
1000,300,−,700,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
860,240,−,620,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
945,245,−,700,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
723,123,−,600,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
965,432,−,533,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
878,367,−,511,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
999,486,−,513,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
785,344,−,441,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
975,443,−,532,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
736,124,−,612,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
597,156,−,441,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
645,122,−,523,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
777,153,−,624,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
844,324,−,520,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
810,110,−,700,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
622,314,−,308,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
768,323,−,445,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
984,402,−,582,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
751,241,−,510,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
890,312,−,578,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
850,260,−,590,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
799,287,−,712,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
754,244,−,510,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
977,237,−,740,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
876,352,−,524,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
949,419,−,530,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
620,116,−,504,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
999,381,−,618,"0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000","0, 100, 200, 300, 400, 500, 600, 700, 800, 900, 1000"
