Operand 1,Operand 2,Operator,Answer,Markers List,Visible Markers
19,8,+,27,"20,21,22,23,24,25,26,27,28,29,30","20,21,22,23,24,25,26,27,28,29,30"
29,3,+,32,"30,31,32,33,34,35,36,37,38,39,40","30,31,32,33,34,35,36,37,38,39,40"
37,5,+,42,"35,36,37,38,39,40,41,42,43,44,45","35,36,37,38,39,40,41,42,43,44,45"
53,5,+,58,"50,51,52,53,54,55,56,57,58,59,60","50,51,52,53,54,55,56,57,58,59,60"
93,6,+,99,"90,91,92,93,94,95,96,97,98,99,100","90,91,92,93,94,95,96,97,98,99,100"
54,5,+,59,"50,51,52,53,54,55,56,57,58,59,60","50,51,52,53,54,55,56,57,58,59,60"
35,10,+,45,"10,15,20,25,30,35,40,45,50,55,60","10,15,20,25,30,35,40,45,50,55,60"
50,20,+,70,"40,45,50,55,60,65,70,75,80","40,45,50,55,60,65,70,75,80"
65,20,+,85,"40,45,50,55,60,65,70,75,80,85,90","40,45,50,55,60,65,70,75,80,85,90"
45,30,+,75,"33,39,45,51,57,63,69,75,81,87,93","33,39,45,51,57,63,69,75,81,87,93"
50,30,+,80,"50,55,60,65,70,75,80,85,90,95,100","50,55,60,65,70,75,80,85,90,95,100"
55,10,+,65,"50,55,60,65,70,75,80,85,90,95,100","50,55,60,65,70,75,80,85,90,95,100"
36,50,+,86,"26,36,46,56,66,76,86,96,106,116","26,36,46,56,66,76,86,96,106,116"
42,40,+,82,"32,42,52,62,72,82,92,102,112","32,42,52,62,72,82,92,102,112"
75,20,+,95,"55,65,75,85,95,105,115,125","55,65,75,85,95,105,115,125"
81,30,+,111,"51,57,63,69,75,81,87,93,99,105,111","51,57,63,69,75,81,87,93,99,105,111"
26,40,+,66,"16,26,36,46,56,66,76,86,96,106","16,26,36,46,56,66,76,86,96,106"
38,30,+,68,"28,38,48,58,68,78,88,98","28,38,48,58,68,78,88,98"
44,50,+,94,"34,44,54,64,74,84,94,104,114,124","34,44,54,64,74,84,94,104,114,124"
32,60,+,92,"22,32,42,52,62,72,82,92,102,112,122","22,32,42,52,62,72,82,92,102,112,122"
59,30,+,89,"49,59,69,79,89,99,109,119","49,59,69,79,89,99,109,119"
47,40,+,87,"37,47,57,67,77,87,97,107,117,127","37,47,57,67,77,87,97,107,117,127"
68,20,+,88,"58,68,78,88,98,108,118","58,68,78,88,98,108,118"
51,30,+,81,"41,51,61,71,81,91,101,111","41,51,61,71,81,91,101,111"
36,40,+,76,"26,36,46,56,66,76,86,96,106,116","26,36,46,56,66,76,86,96,106,116"
74,20,+,94,"64,74,84,94,104,114,124","64,74,84,94,104,114,124"
62,30,+,92,"52,62,72,82,92,102,112,122","52,62,72,82,92,102,112,122"
33,40,+,73,"23,33,43,53,63,73,83,93,103,113","23,33,43,53,63,73,83,93,103,113"
29,60,+,89,"19,29,39,49,59,69,79,89,99,109,119","19,29,39,49,59,69,79,89,99,109,119"
48,20,+,68,"38,48,58,68,78,88,98","38,48,58,68,78,88,98"
35,50,+,85,"25,35,45,55,65,75,85,95,105,115,125","25,35,45,55,65,75,85,95,105,115,125"
66,30,+,96,"56,66,76,86,96,106,116,126","56,66,76,86,96,106,116,126"
58,20,+,78,"48,58,68,78,88,98,108","48,58,68,78,88,98,108"
63,40,+,103,"53,63,73,83,93,103,113,123,133,143","53,63,73,83,93,103,113,123,133,143"
39,50,+,89,"29,39,49,59,69,79,89,99,109,119","29,39,49,59,69,79,89,99,109,119"
46,30,+,76,"36,46,56,66,76,86,96,106","36,46,56,66,76,86,96,106"
30,25,+,55,"30,35,40,45,50,55,60","30,35,40,45,50,55,60"
32,14,+,46,"30,32,34,36,38,40,42,44,46,48,50","30,32,34,36,38,40,42,44,46,48,50"
45,25,+,70,"40,45,50,55,60,65,70","40,45,50,55,60,65,70"
50,10,+,60,"50,52,54,56,58,60,62,64,66,68,70","50,52,54,56,58,60,62,64,66,68,70"
22,18,+,40,"20,22,24,26,28,30,32,34,36,38,40","20,22,24,26,28,30,32,34,36,38,40"
53,14,+,67,"51,53,55,57,59,61,63,65,67,69,71","51,53,55,57,59,61,63,65,67,69,71"
61,12,+,73,"60,62,64,66,68,70,72,74,76,78,80","60,62,64,66,68,70,72,74,76,78,80"
84,16,+,100,"80,82,84,86,88,90,92,94,96,98,100","80,82,84,86,88,90,92,94,96,98,100"
72,14,+,86,"70,72,74,76,78,80,82,84,86,88,90","70,72,74,76,78,80,82,84,86,88,90"
33,44,+,77,"30,35,40,45,50,55,60,65,70,75,80","30,35,40,45,50,55,60,65,70,75,80"
50,24,+,74,"50,52,54,56,58,60,62,64,66,68,70,72,74","50,52,54,56,58,60,62,64,66,68,70,72,74"
66,20,+,86,"60,63,66,69,72,75,78,81,84,87,90","60,63,66,69,72,75,78,81,84,87,90"
40,25,+,65,"40,45,50,55,60,65,70","40,45,50,55,60,65,70"
74,13,+,87,"70,72,74,76,78,80,82,84,86,88,90","70,72,74,76,78,80,82,84,86,88,90"
62,14,+,76,"60,62,64,66,68,70,72,74,76,78,80","60,62,64,66,68,70,72,74,76,78,80"
65,21,+,86,"60,63,66,69,72,75,78,81,84,87,90","60,63,66,69,72,75,78,81,84,87,90"
44,33,+,77,"40,44,48,52,56,60,64,68,72,76,80","40,44,48,52,56,60,64,68,72,76,80"
64,12,+,76,"60,62,64,66,68,70,72,74,76,78,80","60,62,64,66,68,70,72,74,76,78,80"
72,14,+,86,"70,72,74,76,78,80,82,84,86,88,90","70,72,74,76,78,80,82,84,86,88,90"
45,35,+,80,"40,45,50,55,60,65,70,75,80","40,45,50,55,60,65,70,75,80"
68,21,+,89,"60,64,68,72,76,80,84,88,92,96,100","60,64,68,72,76,80,84,88,92,96,100"
36,41,+,77,"30,35,40,45,50,55,60,65,70,75,80","30,35,40,45,50,55,60,65,70,75,80"
52,18,+,70,"50,52,54,56,58,60,62,64,66,68,70,72,74","50,52,54,56,58,60,62,64,66,68,70,72,74"
63,12,+,75,"60,65,70,75,80,85,90","60,65,70,75,80,85,90"
33,44,+,77,"30,35,40,45,50,55,60,65,70,75,80","30,35,40,45,50,55,60,65,70,75,80"
35,35,+,70,"40,45,50,55,60,65,70,75,80,85,90,95,100","40,45,50,55,60,65,70,75,80,85,90,95,100"
61,12,+,73,"60,62,64,66,68,70,72,74,76,78,80","60,62,64,66,68,70,72,74,76,78,80"
55,33,+,88,"50,54,58,62,66,70,74,78,82,86,90","50,54,58,62,66,70,74,78,82,86,90"
62,12,+,74,"60,62,64,66,68,70,72,74,76,78,80","60,62,64,66,68,70,72,74,76,78,80"
34,42,+,76,"30,35,40,45,50,55,60,65,70,75,80","30,35,40,45,50,55,60,65,70,75,80"
